"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"4093","QDAEIU0006-58966","QDAEIU0006",58966,0.6,0.7,"B22","MC","NC","NC","10R36","NC","n/a","0","n/a","2","2","L","N","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",NA,NA,"S","NC","NC","PO","NC","PO",NA,"5",""
"4094","QDAEIU0006-58966","QDAEIU0006",58966,0.7,0.8,"B22","MC","NC","NC","10R36","NC","n/a","0","n/a","2","2","L","N","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",NA,NA,"S","NC","NC","PO","NC","PO",NA,"5",""
"4095","QDAEIU0006-58966","QDAEIU0006",58966,0.8,0.9,"B22","MC","NC","NC","10R36","NC","n/a","0","n/a","2","2","L","N","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",0.009,7.1,"S","NC","NC","PO","NC","PO",NA,"5","QDA055924"
"4096","QDAEIU0006-58966","QDAEIU0006",58966,0.9,1,"B22","MC","NC","NC","10R36","NC","n/a","0","n/a","2","2","L","N","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",NA,NA,"S","NC","NC","PO","NC","PO",NA,"5",""
"4097","SAAEYB0015-58915","SAAEYB0015",58915,0,0.05,"A11","LS","NC","NC","10YR33","10YR53","n/a","0","n/a","0","n/a","n/a","n/a","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"H",0.151,7.9,"G","NC","NC","NC","NC","NC",NA,NA,"SAA054296"
"4098","SAAEYB0015-58915","SAAEYB0015",58915,0.1,0.2,"A12","CS","NC","NC","10YR44","10YR64","n/a","0","n/a","0","n/a","n/a","n/a","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"H",0.469,8,"G","NC","NC","NC","NC","NC",NA,NA,"SAA054297"
"4099","SAAEYB0015-58915","SAAEYB0015",58915,0.2,0.3,"A13","CS","NC","NC","10YR54","10YR63","n/a","0","n/a","1","3","K","N","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"H",0.43,8.3,"G","NC","NC","NC","NC","NC",NA,NA,"SAA054298"
"4100","SAAEYB0015-58915","SAAEYB0015",58915,0.3,0.4,"A13","CS","NC","NC","10YR54","10YR63","n/a","0","n/a","1","3","K","N","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"H",0.466,8.5,"G","NC","NC","NC","NC","NC",NA,NA,"SAA054299"
"4101","SAAEYB0015-58915","SAAEYB0015",58915,0.4,0.5,"A2","S","NC","NC","10YR66","10YR74","n/a","0","n/a","0","n/a","n/a","n/a","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"V",0.149,8.8,"V","NC","NC","NC","NC","NC",NA,NA,"SAA054300"
"4102","SAAEYB0015-58915","SAAEYB0015",58915,0.5,0.6,"A2","S","NC","NC","10YR66","10YR74","n/a","0","n/a","0","n/a","n/a","n/a","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"V",0.315,8.9,"V","NC","NC","NC","NC","NC",NA,NA,"SAA054301"
"4103","SAAEYB0015-58915","SAAEYB0015",58915,0.6,0.7,"A2","S","NC","NC","10YR54","10YR64","n/a","0","n/a","0","n/a","n/a","n/a","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"V",0.716,8.9,"V","NC","NC","NC","NC","NC",NA,NA,"SAA054302"
"4104","SAAEYB0015-58915","SAAEYB0015",58915,0.7,0.71,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Bulk density data lost. Land unit mapped as CBEYER1- non-arable gently undulating to level plains with 30-60% jumbled low dunes (Carribie Land system) 6.5% of land system. Soil type matches H1- carbonate sand (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3- holocene aeolian sandspread. A horizon is hydrophobic. Site ungrazed by stock but with abundant signs of rabbits.  Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054366, 10-20cm (5 subsites) SAA054367, 20-30cm (5 subsites) SAA054368. Calcarenite pan recorded at 70cm. Outcrop= 10-20% Calcarinite- KA",48,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4105","SAAEYB0016-58916","SAAEYB0016",58916,0,0.03,"O2","LP","NC","NC","7.5YR2.52","Y.5YR2.53","n/a","0","n/a","0","n/a","n/a","n/a"," Land unit mapped as CNRYEL1- non-arable gently undulating rises and raised plains 0-30% jumbled low dunes (Coonarie Land system) 2% of land system. Soil type matches B2- shallow calcareous loam on calrete (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3/ Qp. A horizon is hydrophobic. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054369. Calcarenite pan/ rock recorded at 30cm. Outcrop= 10-20% Calcarinite- KA.  No bulk densities sampled due to rock. Stucture was not observable below 10cm due to rocky soil and dense root masses.  ",48,NA,NA,"N",0.259,7.2,"G","NC","NC","NC","NC","NC",NA,NA,"SAA054322"
"4106","SAAEYB0016-58916","SAAEYB0016",58916,0.03,0.1,"A1","CLS","A","NC","7.5YR2.53","7.5YR34","NC","1","NC","0","n/a","n/a","n/a"," Land unit mapped as CNRYEL1- non-arable gently undulating rises and raised plains 0-30% jumbled low dunes (Coonarie Land system) 2% of land system. Soil type matches B2- shallow calcareous loam on calrete (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3/ Qp. A horizon is hydrophobic. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054369. Calcarenite pan/ rock recorded at 30cm. Outcrop= 10-20% Calcarinite- KA.  No bulk densities sampled due to rock. Stucture was not observable below 10cm due to rocky soil and dense root masses.  ",48,NA,NA,"N",0.218,7.6,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA054323"
"4107","SAAEYB0016-58916","SAAEYB0016",58916,0.1,0.3,"B3/R","L","NC","NC","10YR46","10YR56","NC","2","NC","0","n/a","n/a","n/a"," Land unit mapped as CNRYEL1- non-arable gently undulating rises and raised plains 0-30% jumbled low dunes (Coonarie Land system) 2% of land system. Soil type matches B2- shallow calcareous loam on calrete (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3/ Qp. A horizon is hydrophobic. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054369. Calcarenite pan/ rock recorded at 30cm. Outcrop= 10-20% Calcarinite- KA.  No bulk densities sampled due to rock. Stucture was not observable below 10cm due to rocky soil and dense root masses.  ",48,NA,NA,"M",0.314,7.9,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA054325"
"4108","SAAEYB0016-58916","SAAEYB0016",58916,0.3,0.31,"R","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC"," Land unit mapped as CNRYEL1- non-arable gently undulating rises and raised plains 0-30% jumbled low dunes (Coonarie Land system) 2% of land system. Soil type matches B2- shallow calcareous loam on calrete (Soils of Southern South Australia, 2009). Permeability =4. Geology mapped as Qhe3/ Qp. A horizon is hydrophobic. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054369. Calcarenite pan/ rock recorded at 30cm. Outcrop= 10-20% Calcarinite- KA.  No bulk densities sampled due to rock. Stucture was not observable below 10cm due to rocky soil and dense root masses.  ",48,NA,NA,"V",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,"NC"
"4109","SAARIV0001-58971","SAARIV0001",58971,0,0.01,"O1","NA","NC","NC","NC","NC","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,NA,NA,"N",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4110","SAARIV0001-58971","SAARIV0001",58971,0.01,0.1,"A1","SL","NC","NC"," 10YR53","10YR63","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,"4",NA,"N",0.498,6.1,"W","NC","NC","NC","NC","AB",NA,NA,"SAA054891"
"4111","SAARIV0001-58971","SAARIV0001",58971,0.1,0.2,"A2e","LS","NC","NC","10YR64","10YR73","O","1","1","0","n/a","n/a","n/a",NA,45,NA,NA,"N",0.265,5.6,"V","NC","NC","NC","NC","NC",NA,NA,"SAA054892"
"4112","SAARIV0001-58971","SAARIV0001",58971,0.2,0.23,"2A1","SCL","NC","NC","7.5YR44","7.5YR43","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,"4",NA,"N",NA,NA,"M","NC","NC","NC","NC","AB",NA,NA,""
"4113","SAARIV0001-58971","SAARIV0001",58971,0.23,0.3,"2A21","S","NC","NC","10YR54","10YR63","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,NA,NA,"N",0.225,6.3,"V","NC","NC","NC","NC","NC",NA,NA,"SAA054893"
"4114","SAARIV0001-58971","SAARIV0001",58971,0.3,0.4,"2A22e","S","NC","NC","10YR63","10YR82","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,NA,NA,"N",NA,NA,"V","NC","NC","NC","NC","NC",NA,NA,""
"4115","SAARIV0001-58971","SAARIV0001",58971,0.4,0.5,"2B2b","CLS","NC","NC","10YR42","10YR52","O","3","1","0","n/a","n/a","n/a",NA,45,"4",NA,"N",NA,NA,"M","NC","NC","NC","NC","AB",NA,NA,""
"4116","SAARIV0001-58971","SAARIV0001",58971,0.5,0.6,"2B2b","CLS","NC","NC","10YR42","10YR52","O","3","1","0","n/a","n/a","n/a",NA,45,"4",NA,"N",0.843,8.6,"M","NC","NC","NC","NC","AB",NA,NA,"SAA054894"
"4117","SAARIV0001-58971","SAARIV0001",58971,0.6,0.7,"2B2b","CLS","NC","NC","10YR42","10YR52","O","3","1","0","n/a","n/a","n/a",NA,45,"4",NA,"N",NA,NA,"M","NC","NC","NC","NC","AB",NA,NA,""
"4118","SAARIV0001-58971","SAARIV0001",58971,0.7,0.8,"D","MHC","NC","NC","10YR31","Gley 1 6/10Y","Y","1","1","0","n/a","n/a","n/a",NA,45,"3",NA,"N",NA,NA,"S","NC","NC","NC","NC","LE",NA,NA,""
"4119","SAARIV0004-58967","SAARIV0004",58967,0,0.02,"A1","CL","A","NC","10YR31","10YR42","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,"2",NA,"N",1.072,6.1,"M","NC","NC","NC","NC","GR",NA,NA,"SAA054955"
"4120","SAARIV0004-58967","SAARIV0004",58967,0.02,0.1,"B21j","MHC","NC","NC","2.5Y41","2.5Y52","O","4","1","0","n/a","n/a","n/a",NA,45,"3",NA,"N",1.264,5.5,"S","NC","NC","PR","NC","LE",NA,"5","SAA054956"
"4121","SAARIV0004-58967","SAARIV0004",58967,0.1,0.2,"B21j","MHC","NC","NC","2.5Y41","2.5Y52","O","4","1","0","n/a","n/a","n/a",NA,45,"3",NA,"N",0.634,6,"S","NC","NC","PR","NC","LE",NA,"5","SAA054957"
"4122","SAARIV0004-58967","SAARIV0004",58967,0.2,0.3,"B22g","MC","NC","NC","2.5Y31","2.5Y71","O","3","1","0","n/a","n/a","n/a",NA,45,"5",NA,"N",0.735,7.4,"S","NC","NC","PR","NC","LE",NA,"5","SAA054958"
"4123","SAARIV0004-58967","SAARIV0004",58967,0.3,0.4,"B23g","MC","NC","NC","2.5Y31","2.5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,"5",NA,"N",0.727,7.3,"S","NC","NC","PR","NC","LE",NA,"5","SAA054959"
"4124","SAARIV0004-58967","SAARIV0004",58967,0.4,0.5,"B23g","MC","NC","NC","2.5Y31","2.5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,"5",NA,"NC",NA,NA,"S","NC","NC","PR","NC","LE",NA,"5",""
"4125","SAARIV0004-58967","SAARIV0004",58967,0.5,0.6,"B24g","MC","NC","NC","2.5Y41","5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,NA,NA,"N",1.189,8.2,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA054960"
"4126","SAARIV0004-58967","SAARIV0004",58967,0.6,0.8,"B24g","MC","NC","NC","2.5Y41","5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4127","SAARIV0004-58967","SAARIV0004",58967,0.8,0.9,"B24g","MC","NC","NC","2.5Y41","5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,NA,NA,"N",1.477,8.8,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA054961"
"4128","SAARIV0004-58967","SAARIV0004",58967,0.9,1.1,"B24g","MC","NC","NC","2.5Y41","5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,NA,NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4129","SAARIV0006-59035","SAARIV0006",59035,0,0.03,"A1","CL","A","NC","10YR21","2.5Y42","n/a","0","n/a","0","n/a","n/a","n/a",NA,45,"3",NA,"N",0.999,7.6,"M","NC","NC","NC","NC","SB",NA,NA,"SAA055028"
"4130","SAARIV0006-59035","SAARIV0006",59035,0.03,0.15,"B21j","LMC","NC","NC","5Y52","5Y62","O","3","1","0","n/a","n/a","n/a",NA,45,"2",NA,"N",0.684,8.6,"S","NC","NC","AB","NC","LE",NA,"5","SAA055029"
"4131","SAARIV0006-59035","SAARIV0006",59035,0.15,0.25,"B22g","MC","NC","NC","5Y52","5Y71","O","2","1","1","2","M","S",NA,45,"2",NA,"N",0.979,8.9,"S","NC","NC","LE","NC","LE",NA,"5","SAA055030"
"4132","SAARIV0006-59035","SAARIV0006",59035,0.25,0.4,"B23g","MC","NC","NC","5Y51","5Y71","O","1","1","0","n/a","n/a","n/a",NA,45,"3",NA,"NC",NA,NA,"S","NC","NC","LE","NC","LE",NA,"6",""
"4133","SAARIV0006-59035","SAARIV0006",59035,0.4,0.5,"B24g","MC","NC","NC","5Y51","5Y71","O","3","2","0","n/a","n/a","n/a",NA,45,"3",NA,"N",1.411,8.9,"S","NC","NC","LE","NC","LE",NA,"6","SAA055031"
"4134","SAARIV0006-59035","SAARIV0006",59035,0.5,0.7,"B24g","MC","NC","NC","5Y51","5Y71","O","3","2","0","n/a","n/a","n/a",NA,45,"3",NA,"NC",NA,NA,"S","NC","NC","LE","NC","LE",NA,"6",""
